Storage Interface,Colour,Screen Details,RAM Type,Removable Battery,RAM,Display Type,Weight,USB 3.1,Hard Drive RPM,USB 2.0,Touchscreen,Processor Brand,Webcam Resolution,Screen Resolution,Technologies,Input,Pointer Input,Processor,Adapter,Processor Details,Fingerprint Scanner,RJ45 LAN (Ethernet),Graphics Memory Type,Memory Slots,WiFi,Warranty,RAM Expandable Upto,Storage Type,Graphics Processor,2 in 1 Laptop (Convertible),HDMI,Bluetooth,VGA,Processor Clock Speed,Optical Drive,Video Recording,Warranty Details,Battery Type,Micro USB,Webcam,OS Version,Sales Package,Chipset,USB 3.0,Dimensions (mm),RAM Frequency,Cache,Keyboard,Secondary Storage Capacity,Storage Capacity,Mini DisplayPort,Lockport,Operating System,Battery Cell,Processor Model,Media Card Support,Speakers,Battery Capacity,Dedicated Graphics Memory,Warranty Type,USB Type C,Battery Life (Upto),SIM Card Slot,Screen Size
 PCIe , Black , FHD InfinityEdge Display , DDR4 , No , 16GB ,, 1.8 kg , No ,, No , No , Intel ,, 1920 x 1080 pixels ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i7 (7th Gen) , 130W , Turbo Boost Upto 3.8 GHz , Yes , No , GDDR5 ,2," Yes, Killer 1535 802.11ac 2x2 ", 1 Year , Upto 32GB , SSD , NVIDIA GeForce GTX 1050 , No , Yes , Yes , No , 2.8GHz , No ,,,, No ," Yes, 0.9 MP ", Windows 10 ,,," Yes, 2 ",, 2400MHz , 6 MB ," Backlit, QWERTY ",, 512GB ," Yes, Thunderbolt 3 ",, Windows ,, 7700HQ ," SD, SDHC, SDXC "," Stereo Speaker, High Definition Audio with Waves MaxxAudio Pro ", 97WHr , 4GB Graphics , Onsite , No ,, No , 15.6 inch 
 SATA , Black , Anti Glare WLED Display , DDR4 ,, 4GB ,,,, 5400 RPM ,,, Intel , 0.9MP , 1366 x 768 pixels ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i7 (7th Gen) ,,,, Yes ,,2, Yes , 1 Year , Upto 32GB , HDD , Intel HD Graphics ,, Yes , Yes ,,,,,,,,, Windows 10 ,,," Yes, 2 ",, 2133MHz , 3 MB ," Backlit, QWERTY + Numpad ",, 1TB ,,, Windows ,,, SD , Stereo Speakers ,,, Onsite ,,,, 14 inch 
 SATA , Silver , LED Backlit Display With Truelife , DDR3 , Yes , 8GB ,, 2.6 kg ,, 5400 RPM ," Yes, 2 ", Yes , Intel , 0.9MP , 1920 x 1080 pixels ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i7 (5th Gen) ,, Turbo Boost Upto 3 GHz ,, Yes , GDDR3 ,2," Yes, Intel Centrino AC 3160 ", 1 Year , Upto 8GB , HDD , AMD Radeon R7 M265 , No ," Yes, 1.4a "," Yes, 4.0 ", Yes , 2.4GHz , No ,,,, No ,, Windows 8.1 ,,," Yes, 1 ", 14.96 x 10.19 x 0.8 , 1600MHz , 4 MB ," Backlit, QWERTY + Numpad ",, 1TB , No ,, Windows ,, 5500U ," SD, SDHC, SDXC, MMC ", 2 Tuned Speakers With Waves MaxxAudio ,, 2GB Graphics ," Onsite, Accidental Damage ", No , 7.5 hours , No , 15.6 inch 
 SATA , Black , Backlit Display , DDR3 , No , 8GB ,,,, 5400 RPM ," Yes, 2 ", Yes , Intel , 2MP , 1920 x 1080 pixels ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core M ,, 2.8 Turbo Boost Technology ,, No ,,1, Yes , 1 Year , Upto 16GB , SSD , Intel HD Graphics 515 , Yes ," Yes, Mini ", Yes , No , 1.1GHz , No ,,,, No ,, Windows 10 ,,," Yes, 1 ",, 1600MHz , 4 MB ," Backlit, QWERTY ",, 512GB , No ,, Windows ,, M5-6Y67 ," SD, SDHC, SDXC, MMC ",,,, Accidental Damage , Yes ,,, 13.3 inch 
 SATA , Black , HD LED Backlit Truelife Display , DDR4 ,, 4GB 8 / 10 ,, 2.27 kg , No , 5400 RPM ," Yes, 1 ", No , AMD ,, 1366 x 768 pixels 7 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , AMD E2 5 / 10 ,, Turbo Boost Upto 2.2 GHz , No , Yes ,,," Yes, IEEE 802.11ac ", 1 Year , Upto 16GB , HDD , AMD Radeon R2 , No , Yes ," Yes, 4.1 ", No , 1.8GHz , Yes ,,,, No ," Yes, Widescreen HD Webcam 10 / 10 ", Windows 10 ,,," Yes, 2 ", 14.96 x 10.24 x 0.90 , 2400MHz , 1 MB , QWERTY + Numpad ,, 1TB 10 / 10 , No ,, Windows ,,9000," SD, SDHC, SDXC ", Built-in Dual Speakers ,,, Onsite , No ,, No , 15.6 inch 
, Silver , Infinity Edge Quad HD Plus Display , DDR3 ,, 16GB , LED , 1.3 kg ,,," Yes, 1 ", Yes , Intel ,, 3200 x 1800 pixels , Waves MaxxAudio ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i7 (6th Gen) , 45 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, SSD , Intel Iris Graphics 540 ,,," Yes, 4.1 ", Yes , 2.2GHz , No , 1080p HD ,, Li-Ion ,, Yes , Windows 8.1 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 304 x 200 x 15 , 1866MHz ,, QWERTY ,, 512GB ,, No , Windows , 4 Cell , 6560U ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 13.3 inch 
 SATA , Black , HD LED Backlit Display , DDR3 ,, 4GB , LED , 2.11 kg ,, 7200 RPM ,, No , Intel ,, 1366 x 768 pixels ,," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i5 (4th Gen) , 65 W ,, No ,,,1," Yes, 802.11 a/b/g/n ", 1 Year ,, HDD , Intel HD Graphics 4600 ,,," Yes, 4.0 ", Yes , 2.7GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes , Windows 7 ," Laptop, Power Adapter & Cable, Quick Start Guide ", Intel QM87 Express ," Yes, 4 ", 337.82 x 233.68 x 33 , 1600MHz ,, QWERTY ,, 320GB ,, No , Windows , 6 Cell , 4310M ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 14 inch 
 SATA , Silver , Full HD LED Backlit Anti-glare IPS Display , DDR4 ,, 4GB 7 / 10 ,, 1.4 kg ," Yes, 2 ", 5400 RPM , No , No , Intel ,, 1920 x 1080 pixels 8 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i3 (8th Gen) 9 / 10 ,,, No , No ,,2," Yes, IEEE 802.11ac ", 1 Year , Upto 32GB , SSD , Intel HD Graphics 620 , No ," Yes, v1.4b "," Yes, 4.1 ", No , 2.7GHz , No ,,,, No ," Yes, HD Webcam 10 / 10 ", Windows 10 ,,, No , 12.75 x 8.66 x 0.62 , 2400MHz , 3 MB , QWERTY ,, 128GB 8 / 10 , No ,, Windows ,, 7130U ," SD, SDHC, SDXC ", Stereo Speakers Professionally Tuned with MaxxAudio Pro ,,, Onsite ," Yes, 1 ",, No , 13 inch 
 SATA , Gray , Full HD LED Backlit IPS Widescreen BrightView Touch Display , DDR4 ,, 4GB 7 / 10 ,, 2.3 kg ," Yes, 2 ", 5400 RPM ," Yes, 1 ", Yes , Intel ,, 1920 x 1080 pixels 7 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i3 (7th Gen) 8 / 10 , 65 Watt ,, No , No ,,," Yes, IEEE 802.11ac ", 1 Year ,, HDD , Intel HD Graphics 620 , Yes , Yes ," Yes, 4.0 ", No , 2.4GHz , No ,,,, No ," Yes, Integrated HD Webcam 10 / 10 ", Windows 10 ,,, No , 15.04 x 9.96 x 0.80 ,, 3 MB ," Backlit, QWERTY ",, 1TB 10 / 10 , No ,, Windows ,, 7100U ," SD, SDHC, SDXC ", Built-in Dual Speakers , 42 WHr ,, Onsite , No ,, No , 15.6 inch 
, Silver , UHD LED Backlit Anti-glare IPS Display , DDR4 ,, 32GB , LED , 2 kg ,,,, No , Intel ,, 3840 x 2160 pixels , Waves Maxx Audio Pro ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i9 (9th Gen) , 97 W , 9980HK , No ,,,2," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, HDD , NVIDIA GeForce GTX 1050 ,,," Yes, 4.1 ",, 2GHz , No , 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 357 x 235 x 17 , 2666MHz ,, QWERTY ,, 1TB ,, No , Windows , 4 Cell ,," SD, SDHC, SDXC ", Dual speakers ,, 4GB Graphics ,,, 10 hours ,, 15.6 inch 
 SATA , Black , Full HD LED Backlit AntiGlare Display , DDR4 ,, 8GB , LED , 2.2 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1920 x 1080 pixels , Waves Maxx Audio Pro ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i3 (7th Gen) , 40 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, HDD , Intel HD Graphics 620 ,,," Yes, 4.1 ",, 2.3GHz ," Yes, DVD R/W Drive ", 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 380 x 260.3 x 25.1 , 2400MHz ,, QWERTY ,, 1TB ,, Yes , Windows , 4 Cell , 7020U ," SD, SDHC, SDXC ", Dual speakers ,,,,,,, 15.6 inch 
 SATA , Black , Full HD LED Backlit Anti-glare IPS Display , DDR4 ,, 8GB , LED , 2.5 kg ,, 5400 RPM ,, No , Intel ,, 1920 x 1080 pixels , Waves Maxx Audio Pro ," Microphone Jack, Headphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i7 (9th Gen) , 51 W , 9750H , No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, SSD , NVIDIA GeForce GTX 1050 ,,," Yes, 4.1 ",, 2.6GHz , No , 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 365 x 254 x 21.6 , 2400MHz ,," Backlit, QWERTY + Numpad ",, 512GB ,, No , Windows , 4 Cell ,," SD, SDHC, SDXC ", Dual speakers ,, 4GB Graphics ,,,,, 15.6 inch 
 SATA , Black , Full HD IPS LED Display , DDR4 ,, 16GB , LED , 2.4 kg ,, 5400 RPM ,, No , Intel ,, 1920 x 1080 pixels , MaxxAudio Pro ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i7 (8th Gen) , 60 W ,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year ,, SSD , NVIDIA GeForce RTX 2060 ,,," Yes, 5.0 ",, 2.2GHz , No , 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 364.3 x 273.4 x 19.9 , 2666MHz ,," QWERTY + Numpad, Backlit ",, 256GB ,, No , Windows , 4 Cell , 8750H ," SD, SDHC, SDXC ", Stereo speakers ,, 6GB Graphics ,,,,, 15.6 inch 
 SATA , Platinum Silver , Full HD Anti-Glare LED-Backlit Non-touch Display , DDR4 ,, 4GB , LED , 2.03 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1920 x 1080 pixels , MaxxAudio Pro ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i3 (7th Gen) , 42 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, HDD , AMD Radeon 520 ,,," Yes, 4.1 ",, 2.3GHz , No , 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 380 x 258 x 19.9 , 2666MHz ,, QWERTY ,, 1TB ,, No , Windows , 3 Cell , 7020U ," SD, SDHC, SDXC ", Dual speakers ,, 2GB Graphics ,,,,, 15.6 inch 
 SATA , Lunar Light , Full HD LED Backlit IPS Display , DDR4 ,, 32GB , LED ,,, 5400 RPM ,, No , Intel ,, 1920 x 1080 pixels , Alienware Sound Center ," Microphone Jack, Headphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i9 (9th Gen) , 90 W , 9900K , No ,,,2," Yes, 802.11 a/b/g/n/ac ",,, SSD , NVIDIA GeForce RTX 2080 ,,," Yes, 5.0 ",, 3GHz , No , 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,,, 2400MHz ,," QWERTY + Numpad, Backlit ",, 512GB ,, No , Windows ,,," SD, SDHC, SDXC ", Stereo speakers ,, 8GB Graphics ,,,,, 17.3 inch 
 SATA , Black , HD Anti-Glare LED Display , DDR4 ,, 4GB 6 / 10 , LED , 2.3 kg ,, 5400 RPM ," Yes, 1 ", No , Intel , 1MP , 1366 x 768 pixels 8 / 10 ,," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i3 (6th Gen) 8 / 10 ,,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, HDD , Intel HD Graphics 520 ,,," Yes, 4.2 ",, 2GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes 10 / 10 , Ubuntu ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 380 x 260 x 23.6 , 2133MHz ,, QWERTY ,, 1TB 10 / 10 ,, No , Linux , 4 Cell , 6006U ," SD, SDHC, SDXC ", Dual speakers ,,,,, 6 hours ,, 15.6 inch 
 SATA , Black , HD LED Backlit Display with Truelife , DDR3 ,, 4GB 8 / 10 ,, 2.4 kg ,, 5400 RPM ," Yes, 2 ",, AMD ,, 1366 x 768 pixels 8 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , AMD E1 5 / 10 , 65 W ,, No , Yes ,,2, Yes , 1 Year , Upto 8GB , HDD , AMD Radeon R2 , No , Yes , Yes ,, 1.3GHz , Yes ,,,,, Yes 10 / 10 , Windows 8.1 ,,," Yes, 1 ", 15 x 10.51 x 1 , 1333MHz , 2 MB , QWERTY + Numpad ,, 500GB 8 / 10 ,,, Windows ,,6010," SD, SDHC, SDXC ", Stereo Speakers ,,,,,,, 15.6 inch 
 SATA , Black , HD Truelife LED-Backlit Display , DDR4 ,, 4GB 8 / 10 , LED , 2.1 kg ,, 5400 RPM ,, No , Intel ,, 1366 x 768 pixels 7 / 10 , Waves MaxxAudio Pro ," Microphone Jack, Headphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Pentium Dual Core 6 / 10 , 40 W , 4415U , No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, HDD , Intel HD Graphics ,,," Yes, 4.1 ",, 1.6GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ",, 2133MHz ,, QWERTY ,, 1TB 10 / 10 ,, No , Windows , 4 Cell ,," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 15.6 inch 
 SATA , Black , HD Anti-Glare LED Display , DDR4 ,, 4GB 6 / 10 , LED , 2.1 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1366 x 768 pixels 8 / 10 ,," Headphone + Microphone Combo Jack, Microphone Jack, Headphone Jack ", Trackpad , Intel Core i3 (6th Gen) 8 / 10 , 65 W ,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year ,, HDD , Intel HD Graphics 520 ,,," Yes, 4.0 ",, 2GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 ,," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 361 x 242 x 21.5 , 2133MHz ,, QWERTY ,, 1TB 10 / 10 ,, No , DOS , 4 Cell , 6006U ," SD, SDHC, SDXC ", Dual speakers ,,,,, 10 hours ,, 14 inch 
 SATA , Licorice Black , Full HD LED Backlit Anti-glare Display , DDR4 ,, 8GB 8 / 10 ,, 2.2 kg ," Yes, 2 ", 5400 RPM ," Yes, 1 ", No , Intel ,, 1920 x 1080 pixels 7 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i5 (8th Gen) 9 / 10 , 65 W , Turbo Boost Upto 3.4 GHz , No , Yes , GDDR5 ,," Yes, IEEE 802.11ac ", 1 Year , Upto 32GB , HDD , AMD Radeon 530 , No , Yes ," Yes, 4.1 ", No , 1.6GHz ," Yes, CD/DVD writer ",,,, No ," Yes, HD Webcam 10 / 10 ", Windows 10 ,,, No , 14.96 x 10.24 x 0.96 , 2400MHz , 6 MB , QWERTY + Numpad ,, 2TB 10 / 10 , No ,, Windows ,, 8250U ," SD, SDHC, SDXC ", Stereo Speakers Professionally Tuned with MaxxAudio Pro ,, 2GB Graphics , Onsite ," Yes, 1 ",, No , 15.6 inch 
 SATA , Black , Full HD LED Backlit Anti-Glare IPS Display , DDR4 ,, 16GB , LED , 2.7 kg ,, 5400 RPM ,, No , Intel ,, 1920 x 1080 pixels , Waves MaxxAudio Pro ," Headphone + Microphone Combo Jack, Microphone Jack, Headphone Jack ", Trackpad , Intel Core i7 (8th Gen) , 90 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ",, Upto 32GB , HDD , NVIDIA GeForce RTX 2080 ,,," Yes, 5.0 ",, 2.3GHz , No , 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 364.23 x 273.30 x 23.6 , 2400MHz ,," Backlit, QWERTY + Numpad ",, 1TB ,, No , Windows , 6 Cell , 8750HQ ," SD, SDHC, SDXC ", Stereo speakers ,, 8GB Graphics ,,,,, 15.6 inch 
 SATA , Black , Full HD LED Backlit Anti-Glare IPS Display , DDR4 ,, 8GB , LED , 2.76 kg ,, 5400 RPM ,, No , Intel ,, 1920 x 1080 pixels , Waves MaxxAudio Pro ," Headphone + Microphone Combo Jack, Microphone Jack, Headphone Jack ", Trackpad , Intel Core i5 (8th Gen) , 60 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ",, Upto 32GB , HDD , NVIDIA GeForce GTX 1050Ti ,,," Yes, 5.0 ",, 2.3GHz , No , 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 363.22 x 274.32 x 19.8 , 2400MHz ,, QWERTY ,, 1TB ,,, Windows , 4 Cell , 8300HQ ," SD, SDHC, SDXC ", Stereo speakers ,, 4GB Graphics ,,,,, 15.6 inch 
 SATA , Black , Full HD LED Backlit Anti-Glare IPS Display , DDR4 ,, 16GB , LED , 3.27 kg ,, 5400 RPM ,, No , Intel ,, 1920 x 1080 pixels , Waves MaxxAudio Pro ," Headphone + Microphone Combo Jack, Microphone Jack, Headphone Jack ", Trackpad , Intel Core i5 (8th Gen) , 90 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ",, Upto 32GB , HDD , NVIDIA GeForce RTX 2080 ,,," Yes, 5.0 ",, 2.3GHz , No , 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 403.86 x 297.18 x 24.8 , 2400MHz ,," Backlit, QWERTY + Numpad ",, 1TB ,,, Windows , 6 Cell , 8300HQ ," SD, SDHC, SDXC ", Stereo speakers ,, 8GB Graphics ,,,,, 17.3 inch 
, Black , Full HD LED Backlit Anti-Glare IPS Display , DDR4 ,, 8GB , LED , 2.61 kg ,,,, No , Intel ,, 1920 x 1080 pixels , Waves MaxxAudio Pro ," Headphone + Microphone Combo Jack, Microphone Jack, Headphone Jack ", Trackpad , Intel Core i5 (8th Gen) , 60 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ",, Upto 32GB , HDD , NVIDIA GeForce GTX 1050Ti ,,," Yes, 5.0 ",, 2.3GHz , No , 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 363.22 x 274.32 x 19.8 , 2400MHz ,," Backlit, QWERTY + Numpad ",, 1TB ,,, Windows , 4 Cell , 8300HQ ," SD, SDHC, SDXC ", Stereo speakers ,, 4GB Graphics ,,,,, 15.6 inch 
, Silver , Full HD LED Backlit IPS Display with NVIDIA G-Sync Support & Tobii Eye Tracking , DDR4 ,, 16GB , LED , 4.4 kg ,,,, No , Intel ,, 1920 x 1080 pixels , Dolby Audio ," Headphone + Microphone Combo Jack, Microphone Jack, Headphone Jack ", Trackpad , Intel Core i7 (8th Gen) , 90 W ,,,,,2," Yes, 802.11 a/b/g/n/ac ",, Upto 64GB , SSD , NVIDIA GeForce RTX 2060 ,,," Yes, 5.0 ",, 3GHz , No , 720p HD ,, Li-Po ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 410 x 402 x 27.6 , 2666MHz ,," Backlit, QWERTY + Numpad ",, 512GB ,,, Windows ,,8700," SD, SDHC, SDXC ", Stereo speakers ,, 6GB Graphics ,,,,, 17.3 inch 
, Silver , Full HD LED Backlit Anti-glare IPS Touch Display , DDR3 ,, 8GB , LED , 1.35 kg ,,,, Yes , Intel ,, 1920 x 1080 pixels ,," Headphone + Microphone Combo Jack, Microphone Jack, Headphone Jack ", Trackpad , Intel Core i7 (8th Gen) , 52 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ",, Upto 16GB , SSD , Intel HD Graphics 620 ,,, Yes ,, 1.8GHz , No , 720p HD ,, Li-Po ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 319.77 x 199.9 x 14.8 , 2400MHz ,, QWERTY ,, 512GB ,,, Windows , 4 Cell , 8550U ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 14 inch 
 SATA , Black , HD Anti-Glare LED-Backlit Display , DDR4 ,, 4GB 8 / 10 , LED ,,, 5400 RPM ," Yes, 1 ", No , AMD ,, 1366 x 768 pixels 7 / 10 , Waves MaxxAudio ," Microphone Jack, Headphone Jack, Headphone + Microphone Combo Jack ", Trackpad , AMD A6 APU 7 / 10 , 40 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 16GB , HDD , AMD Radeon R4 ,,," Yes, 4.2 ",, 2.6GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 1 ", 380 x 260 x 23.6 , 2400MHz ,, QWERTY ,, 1TB 10 / 10 ,, No , Windows , 4 Cell ,9225," SD, SDHC, SDXC ", Tuned Speakers ,,,,,,, 15.6 inch 
 SATA , Black , HD Truelife LED-Backlit Display , DDR3 ,, 4GB , LED ,,, 5400 RPM ,, No , Intel ,, 1366 x 768 pixels , Waves MaxxAudio ," Microphone Jack, Headphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Celeron Dual Core ,,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, HDD , Intel HD Graphics ,,," Yes, 4.0 ",, 1.6GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes ,," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 380 x 260.3 x 21.7 , 1600MHz ,, QWERTY ,, 500GB ,, Yes , Linux , 4 Cell , N3060 ," SD, SDHC, SDXC ", Tuned Speakers ,,,,,,, 15.6 inch 
 SATA , Black , HD Anti-Glare LED-Backlit Display , DDR4 ,, 4GB , LED ,,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1366 x 768 pixels , Waves MaxxAudio ," Microphone Jack, Headphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Celeron Dual Core , 45 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 8GB , HDD , Intel UHD 600 ,,," Yes, 4.1 ", No , 2.6GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 380 x 260 x 23.6 , 2400MHz ,, QWERTY ,, 1TB ,, Yes , Windows , 4 Cell , N4000 ," SD, SDHC, SDXC ", Tuned Speakers ,,,,,,, 15.6 inch 
 SATA , Red , Full HD LED Backlit IPS Display , DDR4 ,, 8GB 8 / 10 , LED , 2.4 kg ,, 5400 RPM ,, No , Intel ,, 1920 x 1080 pixels 7 / 10 , Waves MaxxAudio Pro ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i7 (8th Gen) 10 / 10 , 65 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 32GB , SSD , NVIDIA GeForce GTX 1050Ti ,,," Yes, 5.0 ",, 2.2GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 382.01 x 264.16 x 25.5 , 2400MHz ,, Backlit ,, 128GB 8 / 10 ,, No , Windows , 4 Cell , 8750H ," SD, SDHC, SDXC ", Stereo speakers ,, 4GB Graphics ,,, 6 hours ,, 15.6 inch 
 SATA , Silver , Full HD LED Backlit IPS Display , DDR4 ,, 4GB 7 / 10 , LED , 2.4 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1920 x 1080 pixels 7 / 10 , Waves MaxxAudio Pro ," Headphone + Microphone Combo Jack, Microphone Jack, Headphone Jack ", Trackpad , Intel Core i5 (8th Gen) 9 / 10 , 65 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, SSD , AMD Radeon 530 ,,," Yes, 4.1 ",, 2.8GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 381 x 256 x 24.2 , 2400MHz ,, QWERTY ,, 16GB ,, No , Windows , 4 Cell , 8250U ," SD, SDHC, SDXC ", Stereo speakers ,, 2GB Graphics ,,,,, 15.6 inch 
 SATA , Black , Full HD LED Backlit IPS Display , DDR4 ,, 8GB 8 / 10 , LED , 2.2 kg ,, 5400 RPM ,, No , Intel ,, 1920 x 1080 pixels 10 / 10 , Waves MaxxAudio Pro ," Headphone + Microphone Combo Jack, Microphone Jack, Headphone Jack ", Trackpad , Intel Core i3 (6th Gen) 8 / 10 , 41 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, HDD , Intel HD Graphics 520 ,,," Yes, 4.1 ",, 2GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ",, 2133MHz ,, QWERTY ,, 1TB 10 / 10 ,, No , Windows , 3 Cell , 6006U ," SD, SDHC, SDXC ", Stereo speakers ,,,,, 5 hours ,, 15.6 inch 
 SATA , Grey , Full HD IPS LED Touch Screen Display , DDR4 ,, 16GB 9 / 10 , LED , 1.45 kg ,, 5400 RPM ,, Yes , Intel ,, 1920 x 1080 pixels 7 / 10 , Waves MaxxAudio Pro ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i7 (8th Gen) 9 / 10 , 45 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, SSD , Intel HD Graphics 620 ,,," Yes, 4.2 ",, 1.8GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 309.6 x 215.7 x 15.5 mm , 2400MHz ,, QWERTY ,, 512GB 10 / 10 ,, No , Windows , 3 Cell , 8550U ," SD, SDHC, SDXC ", Dual speakers ,,,,,,, 13.3 inch 
